@relation Dataset_soal_bhs_indo_sd_completed-REV1-b

@attribute jenissoal {Memaknai,Sinonim/Antonim,Membaca,Analisa,Paragraf,Membandingkan,Melengkapi,Sastra,Mengurutkan,'Tata Penulisan',Iklan/Laporan/Pidato}
@attribute uraiansoal string
@attribute pertanyaansoal string
@attribute opsi1soal string
@attribute opsi2soal string
@attribute opsi3soal string
@attribute opsi4soal string
@attribute kuncijawabansoal string
@attribute kategorisoal {Mudah,Sedang,Sulit}

@data
'Tata Penulisan',' Ibu pergi ke pasar bersama bibi. Mereka  membeli ikan gurami dan ayam serta beberapa macam sayuran   seperti; bayam; kangkung; buncis; dan sawi. Kemudian dimasak bersama didapur bibi.         ','Penggunaan tanda koma setelah kata seperti  pada paragraf tersebut salah yang benar adalah ....',' tanda titik ( .)',' tanda titik koma ( ; )',' tanda titik dua  ( : )',' tanda petik (  $... $ )',' tanda titik dua  ( : )',Mudah
'Tata Penulisan',' Ana sedang berbincang dengan ibunya. ibu menasihatinya untuk rajin belajar.   Ana; rajinlah belajar agar nilaimu bagus;   kata Ibu.','Penggunaan tanda baca yang tidak tepat pada kalimat tercetak miring pada paragraf tersebut adalah ',' tanda titik koma (;) dan tanda koma (;)',' tanda koma (;) dan tanda titik (.)',' tanda titik koma (;) dan tanda titik (.)',' tanda koma (;)dan tanda petik (  ...  ) ',' tanda titik koma (;) dan tanda koma (;)',Mudah
'Tata Penulisan','   Setop(...) Hentikan kendaraan Anda( $;)   kata Pak Polisi.',' Tanda baca yang tepat untuk melengkapi kalimat tersebut adalah ',' koma (;) dan titik (.)',' seru (!) dan seru (I)',' seru (1) dan koma (;)',' koma (;) dan koma (;)',' seru (!) dan seru (I)',Mudah
'Tata Penulisan','Raja salman bin abdul aziz menerima batik dari presiden. ','Penggunaan huruf kapital yang tepat adalah',' Raja Salman BinAbdul Aziz menerima batik dari Presiden.',' Raja Salman Bin Abdul Aziz menerima batik dari presiden.',' Raja Salman bin Abdul Aziz menerima batik dari Presiden.',' Raja Salman bin Abdul Aziz menerirna batik dari presiden.','Raja Salman bin Abdul Aziz menerirna batik dari presiden.',Mudah
'Tata Penulisan',' SD Sembada akan mewakili lomba sekolah sehat se(...)Kabupaten Sleman. Penilaian lomba akan dilaksanakan pada Kamis(...) 16Aprii 2020. Kepala SD Sembada mengajak warga sekolah untuk menyukseskan lomba tersebut(...)',' Penulisan tanda baca yang tepat pada paragraf tersebut adalah',' (:); (;); (!)',' (-); (;); (.)',' (-); (;); (.)',' (/); (:); (!)',' (-); (;); (.)',Mudah
'Tata Penulisan','  $Han; bisa kan kamu berlari cepat! $ kata Hanafi.',' Kesalahan penggunaan tanda baca pada kalimat tersebut adalah ....',' tanda petik ( $)   ',' tanda koma (;)   ',' tanda seru(!)   ','tanda titik(.)',' tanda seru(!)   ',Mudah
'Tata Penulisan',' Ibu membeli sayuran (...) bayam (...) cabai (...) dan tomat (...)',' Penulisan tanda baca yang tepat pada kalimat tersebut adalah',' ( : ) ; ( . ) ; ( ; ) ; ( . )','  ( : ) ; ( ; ) ; ( ; ) ; ( ; )','  ( : ) ; ( ; ) ; ( ; ) ; ( . )',' ( ; ) ; ( ; ) ; ( ; ) ; ( . )',' ( : ) ; ( ; ) ; ( ; ) ; ( . )',Mudah
'Tata Penulisan',' Ibu berkata Kerjakan dulu semua tugasmu Nak',' Tanda baca yang tepat untuk kalimat tersebut adalah ....',' Ibu berkata;  $Kerjakan dulu semua tugasmu; Nak. $   ',' Ibu berkata;  $Kerjakan dulu semua tugasmu. Nak! $   ',' Ibu berkata  $Kerjakan dulu semua tugasmu; Nak! $   ','Ibu berkata;  $Kerjakan dulu semua tugasmu; Nak! $','Ibu berkata;  $Kerjakan dulu semua tugasmu; Nak! $',Mudah
'Tata Penulisan',' $Yang tidak membawa tiket; dilarang masuk lapangan; $ teriak petugas!','Perbaiki penggunaan tanda baca kalimat tersebut adalah ....','  $Yang tidak membawa tiket; dilarang masuk lapangan; $ teriak petugas.   ','  $Yang tidak membawa tiket; dilarang masuk lapangan! $ teriak petugas.   ','  $Yang tidak membawa tiket; dilarang masuk lapangan. $ teriak petugas!   ',' $Yang tidak membawa tiket; dilarang masuk lapangan! $ teriak petugas!','  $Yang tidak membawa tiket; dilarang masuk lapangan! $ teriak petugas.   ',Mudah
'Tata Penulisan',?,'Pengunaan tanda baca pada kalimat dialog berikut ini yang salah adalah .... ',' Ani :  $ Mengapa kamu menagi Sah $ $','  Aisah:  $ Aku baru dimarahi ibuku. $   ',' Ani  :  $ Menagapa kamu dimarahi $ $','  Aisah:  $ Aku tidak mengerjakan PR; $','Aisah:  $ Aku tidak mengerjakan PR; $',Mudah
'Tata Penulisan',?,'Kalimat yang menggunakan tanda baca titik dua (:) yang benar adalah ....',' Semua siswa baik laki-laki maupun perempuan : wajib mengenakan seragam sekolah   ',' Buku tulis; buku gambar; pensil; pena; dan spidol : semua itu merupakan alat tulis   ',' Pak Gunawan memanggil : Dewi; Sinta; Wati; Ida; dan Ratna ke ruang guru   ','Ibu membeli bumbu dapur : bawang merah; bawang puth; cabai; dan merica.','Ibu membeli bumbu dapur : bawang merah; bawang puth; cabai; dan merica.',Mudah
'Tata Penulisan',?,'Penggunaan tanda baca yang benar adalah ....',' Wati :  $Halo! Selamat pagi; apa kabar! $   ',' Ira :  $Pagi. Kabar baik. Ada apa $ $   ',' Wati :  $Ini; mau tanya $ $   ','Ira :  $Ok; tanya apa. $',' Ira :  $Pagi. Kabar baik. Ada apa $ $   ',Mudah
'Tata Penulisan',?,'Penggunaan huruf kapital yang tepat terdapat pada kalimat ....',' Atas perhatian saudara; Kami ucapkan terima kasih.   ',' Atas perhatian Saudara; Kami ucapkan terima kasih.   ',' Saya memiliki Saudara yang tinggal di lereng Gunung.   ','Ibu bertanya;  $Di mana alamat rumah Anda $ $','Ibu bertanya;  $Di mana alamat rumah Anda $ $',Mudah
'Tata Penulisan',?,'Penggunaan tanda baca yang tepat terdapat pada kalimat ....',' Silakan pilih: yang merah atau yang putih!   ',' Mana yang kau pilih: yang merah atau yang putih $   ',' Hanya ada dua pilihan: yang merah atau yang putih.   ','Mana yang kau pilih; yang merah atau yang putih!',' Mana yang kau pilih: yang merah atau yang putih $   ',Mudah
'Tata Penulisan','Perhatikan penggalan surat di bawah ini !  Purbalingga, 20 September 2012  Buat : Yayuk Sahabatku Assalamu�alikum Wr.Wb. Hai gimana kabarmu Yu Semoga kamu dan ibumu sehat-sehat saja, ya? Alhamdulillah, aku juga sehat walafiat.','Tanda baca yang tepat untuk kalimat yang bergaris bawah adalah ....','(,);(!);(?)','(!);(,);(?)','(,);(,);(?)','(,);(,);(.)','(!);(,);(?)',Mudah
'Tata Penulisan',' Ketika ibu sakit keras; ayah membawa ke rumah sakit. Dokter memeriksa dan memberi resip untuk membeli obat di apotik. Ayah segera berangkat karena ingin ibu cepat sembuh.         ','Penulisan ejaan kata yang bercetak miring pada paragraf tersebut adalah ....',' risep dan apotik',' resep dan apotek',' resep  dan apotik',' sesip dan apotek',' resep dan apotek',Sedang
'Tata Penulisan',?,'Penulisan kata ulang yang tepat adalah ....',' Orang baru itu mematai-mematai tetangganya. ','  Anak-anak berkejar-berkejaran di halaman.','  Siswa kelas VI menata kursi-kursi dengan rapi.',' Pak Guru membawa tali-temali yang panjang.',' Siswa kelas VI menata kursi-kursi dengan rapi.',Sedang
'Tata Penulisan','Membaca koran Andri  di tamu ruang.','Perbaiki struktur kalimat berikut !',' Andri membaca koran di tamu ruang.  \t  ',' Membaca koran Andri di tamu ruang. \t  ',' Membaca koran Andri di ruang tamu. \t  ','Andri membaca koran di ruang tamu.','Andri membaca koran di ruang tamu.',Sedang
'Tata Penulisan',' Semua siswa kelas VI harus menggunakan seragam lengkap ketika mengikuti upacara.',' Perbaikan kata yang bercetak miring pada kalimat tersebut dengan tepat adalah ....',' membawa',' memakai',' menjinjing',' memanggul',' memakai',Sedang
'Tata Penulisan',' Cindera mata ini hanya ... saja sebagai ikatan persahabatan kita.',' Penulisan kata yang benar untuk melengkapi kalimat yang rumpang tersebut adalah....',' skedarnya',' sekidarnya',' sekadarnya',' sekedarnya',sekedarnya,Sedang
'Tata Penulisan',' Pedagang grosir itu membuatkan kuwitansi pembelian satu kuwintal gula inport.',' Penulisan kata kuitansi; kuwintal; dan inport yang tepat untuk kalimat tersebut adalah ....',' kuitansi; kuintal; impor   ',' kwitansi; kuintal; inpor   ',' kuitansi; kwintal; import   ','kwitansi; kuintal; import',' kuitansi; kuintal; impor   ',Sedang
'Tata Penulisan',' Pemerintah bertanggung jawab  $ pengungsi.',' Kata bentukan yang tepat untuk melengkapi kalimat tersebut adalah',' memulangkampungkan',' memulang kampungkan',' mempulangkampungkan',' rnempulang kampungkan',' memulangkampungkan',Sedang
'Tata Penulisan',' Seminggu yang lalu; Rina menghampiri neneknya di desa. Di desa; Rina menonton hamparan sawah. la melihat seorang petani menenteng hasil panen padi di bahunya.',' Perbaikan kata yang bercetak miring pada paragraf tersebut adalah ',' mendekati; melihat; menjinjing',' menyusul; melihat; membawa',' mengunjungi; menyaksikan; menggendong',' Mengunjungi; mengamati; memanggul','Mengunjungi; mengamati; memanggul',Sedang
'Tata Penulisan',' Rudi berlibur di Yogyakarta_ la ingin mengunjungi tempat-tempat wisata di sana. la menanyakan hal tersebut kepada petugas hotel tempatnya menginap; rudi bertanya;   di mana letak museum benteng vredeburg cian keraton ngayogyakarta hadiningrat $     Kedua tempat itu ada di sebelah selatan hotel ini;   jawab petugas Rudi berterima kasih; lalu berjalan kaki menuju tempat tersebut.',' Perbaikan kesalahan penggunaan huruf kapital pada kalirnat bercetak rniring adalah',' Rudi bertanya;   Di mana letak Museurn Benteng Vredeburg dan keraton Ngayogyakarta Hadiningrat $  ',' Rudi bertanya;   di mana letak Museum Benteng Vredeburg dan Keraton Ngayogyakarta Hadiningrat $  ',' Rudi bertanya;   Di mana Ietak Museum Benteng Vredeburg dan Keraton Ngayogyakarta Hadiningrat $  ',' Rudi bertanya;   Di mana Ietak museum Benteng Vredeburg dan keraton Ngayogyakarta Hadiningral $   ',' Rudi bertanya;   Di mana Ietak Museum Benteng Vredeburg dan Keraton Ngayogyakarta Hadiningrat $  ',Sedang
'Tata Penulisan',' Pembangunan Jalur Lintas Selatan Selatan (JLSS) dimanfaatkan oleh proyek spekulan tanah rawan di Bantul. Pemerintah Kabupaten Bantul menerapkan prinsip kehati-hatian khusus berkait dengan tanah terdampak. Sebab tanah yang terkena proyek tidak hanya milik perorangan; namun bisa juga milik yayasan; kas desa; atau bahkan tanah kasultanan. ',' Pembangunan Jalur Lintas Selatan Selatan (JLSS) dimanfaatkan oleh proyek spekulan tanah rawan di Bantul. Perbaikan tata kalimat tersebut adalah .... ',' Di Bantul Pembangunan Jalur Lintas Selatan Selatan (JLSS) rawan dimanfaatkan oleh proyek spekulan tanah   ',' Pembangunan Jalur Lintas Selatan Selatan (JLSS) rawan dimanfaatkan oleh proyek spekulan tanah di Bantul   ',' Proyek pembangunan Jalur Lintas Selatan Selatan (JLSS) di Bantul rawan dimanfaatkan oleh spekulan tanah   ',' Pembangunan proyek Jalur Lintas Selatan Selatan (JLSS) di Bantul rawan dimanfaatkan oleh spekulan tanah ',' Proyek pembangunan Jalur Lintas Selatan Selatan (JLSS) di Bantul rawan dimanfaatkan oleh spekulan tanah   ',Sedang
'Tata Penulisan',?,'Penulisan judul karangan yang benar adalah ....',' Dari Desa Menuju ke Kota Metropolitan   ',' Ketika Sang Bagaskara Menyapa   ',' Ronggeng Dari Dukun Pajangan   ','Surga Berada di Telapak Ibu','Surga Berada di Telapak Ibu',Sedang
'Tata Penulisan',' Sudah satu minggu anak-anak berlibur di desa.',' Penulisan ejaan yang benar pada kalimat tersebut adalah ....',' Sudah satu minggu; anak-anak berlibur di desa.   ',' Sudah satu Minggu; anak-anak berlibur di desa.   ',' Sudah satu Minggu; anak-anak berlibur di Desa.   ','Sudah satu minggu; anak-anak berlibur di Desa.',' Sudah satu minggu; anak-anak berlibur di desa.   ',Sedang
'Tata Penulisan',' Dodo frustrazi ketika gagal dalam lomba siswa teladan.        ','Penulisan  kalimat dengan ejaan yang benar adalah ....',' Dodo frustasi ketika gagal dalam lomba siswa teladan',' Dodo furstasi ketika gagal dalam lomba siswa teladan',' Dodo fruztrasi ketika gagal dalam lomba siswa teladan',' Dodo frustrazi ketika gagal dalam lomba siswa teladan.',' Dodo frustasi ketika gagal dalam lomba siswa teladan',Sedang
'Tata Penulisan',' $hai; kutu buku; boleh pinjam kaca matamu $ $','Penulisan kalimat sesuai ejaan yang benar adalah ....','  $Hai; kutu buku; boleh pinjam kaca matamu ? $   ','  $Hai; Kutu Buku; boleh pinjam kaca matamu ? $   ','  $Hai; kutu buku; boleh pinjam kacamatamu ? $',' $Hai; Kutu Buku; boleh pinjam kacamatamu $ $',' $Hai; Kutu Buku; boleh pinjam kacamatamu $ $',Sedang
'Tata Penulisan','Laksamana Tadashi Maeda memersilahkan rumahnya untuk kegiatan yang sangat penting. ','Perbaikan ejaan pada kata yang dicetak miring adalah',' mempersilahkan',' menyilahkan',' mempersitakan',' memersilakan',' mempersitakan',Sedang
'Tata Penulisan',' Pak Habibi seorang tokoh penemu dunia. Ia ... ilmu teknik di Jerman.         ','Kata berimbuhan yang baku untuk melengkapi kalimat tersebut adalah ....',' memperdalam',' mendalami',' perdalami',' mendalamkan',' memperdalam',Sedang
'Tata Penulisan',' Bupati Sleman tanda tangan prasasti peletakan batu pertama gedung baru.',' Penggunaan kata berimbuhan tanda tangan yang tepat adalah ....',' Menandatangani   ',' mentanda tangani   ',' menanda tangani   ',menandatangani,menandatangani,Sedang
'Tata Penulisan',' Cermati paragraf berikut! Minyak bumi memiliki banyak manfaat untuk kehidupan sehari-hari. Minyak bumi digunakan untuk menggerakkan mesin-mesin. Sehingga cadangan minyak bumi saat ini semakin mahal harganya menipis.',' Perbaikan tata kalimat yang dicetak tebal pada paragraf tersebut adalah',' Saat ini; cadangan minyak bumi semakin menipis sehingga harganya mahal.',' Saat ini; semakin mahal harganya sehingga cadangan minyak burni menipis.',' Semakin menipis cadangan minyak bumi saat ini; sehingga harganya mahal.',' Semakin menipis cadangan minyak bumi saat ini sehingga mahal harganya.',' Saat ini; cadangan minyak bumi semakin menipis sehingga harganya mahal.',Sedang
'Tata Penulisan',?,' Energi alternatif dapat menghemat energi fosil. Energi ... sebagai pengganti solar. Bahan pembuatan energi ini dari tumbuhan kelapa sawit; jarak; dan nyamplung. ',' biodiesel   ',' biodisel   ',' bio diesel   ','bio disel',' biodiesel   ',Sedang
'Tata Penulisan','Laporan  Pabrik sandal plastik di Jakarta diawali dengan pukul 15.00 kemarin terbakar. Peristiwa itu diawali dengan bunyi ledakan yang sangat keras. Selang beberapa menit, api membumbung tinggi. Api menjilat-jilat hingga mencapai 50 meter dari permukaan tanah. Semua pekerja pabrik berhamburan menyelamatkan diri masing-masing. Menurut saksi mata, masih ada empat orang terjebak di dalam pabrik itu. Dugaan sementara kebakaran terjadi karena hubungan arus pendek.','Perbaikan kalimat yang bercetak miring dalam laporan tersebut adalah . . . .','Semua pekerja pabrik berhamburan menyelamatkan diri masing-masing.','Semua para pekerja berhamburan menyelamatkan diri.','Para pekerja pabrik berhamburan menyelamatkan diri.','Para pekerja pabrik berhamburan menyelamatkan diri masing-masing.','Para pekerja pabrik berhamburan menyelamatkan diri.',Sedang
'Tata Penulisan','Perhatikan 2 kalimat tunggal di bawah ini ! 1) Ayah sedang menonton televisi. 2) Kilat tiba-tiba menyambar antena televisi.','Penggabungan kedua kalimat tunggal tersebut yang tepat adalah ....','Meskipun ayah sedang menonton televisi, kilat tiba-tiba menyambar antena televisi.','Ayah sedang menonton televisi padahal kilat tiba-tiba menyambar antena televisi.','Ketika ayah sedang menonton televisi, kilat tiba-tiba menyambar antena televisi.','Ayah sedang menonton televisi walaupun kilat tiba-tiba menyambar antena televisi.','Ketika ayah sedang menonton televisi, kilat tiba-tiba menyambar antena televisi.',Sedang
'Tata Penulisan','Setiap pagi ibu menyiapkan sarapan ... pergi ke pasar untuk berbelanja.','Kata hubung yang tepat untuk melengkapi kalimat di atas adalah ....',lalu,walaupun,dan,meskipun,lalu,Sedang
'Tata Penulisan','Kepada yang terhormat Bapak dan Ibu Guru sekalian,serta teman-teman yang saya sayangi. Pada saat ini saya, mewakili teman-teman mengucapkan terima kasih pada pihak sekolah yang mau perhatian siswa-siswanya. Aula ini sangat penting bagi kami sebagai sarana berkreasi dan berkarya.Tak hanya itu,tentu saja aula ini bermanfaat bagi kita semua. ...............................................','Ejaan yang tepat untuk memperbaiki kalimar garis bawah adalah . . . .',perhatikan,diperhatikan,pemerhati,memperhatikan,memperhatikan,Sedang
'Tata Penulisan','Bacalah cuplikan laporan di bawah ini dengan cermat !  Laporan Kunjungan MI Al Hidayah ke Sentra Industri Gerabah Kasongan, Bantul Nama : Kelompok Dahlia Hari/tanggal : Selasa, 25 September 2012 Lokasi : Sentra Industri Gerabah Kasongan, Bantul Hasil Kunjungan : Sentra Industri Gerabah Kasongan menghasilkan bermacam-macam produk yang terbuat dari tanah liat. Produk tersebut seperti alat- alat rumah tangga, pot, dan hiasan. Peralatan rumah tangga seperti wajan kendi guci tungku dan lain lain','Penulisan yang benar untuk kalimat yang bercetak miring adalah . . .','Peralatan rumah tangga seperti � wajan, kendi,guci, tungku dan lain- lain.�','Peralatan rumah tangga seperti = wajan, kendi, guci, tungku, dan lain lain.','Peralatan rumah tangga seperti ; wajan, kendi, guci , tungku, dan lain lain.','Peralatan rumah tangga seperti : wajan, kendi, guci, tungku, dan lain- lain.','Peralatan rumah tangga seperti : wajan, kendi, guci, tungku, dan lain- lain.',Sedang
'Tata Penulisan',' Ketika pelajaran olahraga. Tono jatuh dan lututnya berdarah saat memraktikkan loncat tinggi. Nita mencari daun obat merah di area apotek hidup.',' Kesalahan penggunaan ejaan pada paragraf tersebut adalah ....',' olahraga   ',' memraktikkan   ',' apotek hidup   ','loncat tinggi',' memraktikkan   ',Sedang
'Tata Penulisan','Setiap anggauta harus membeli kaos yang tlah disediakan oleh panitiya.','Kalimat tersebut bila disalin dan disempurnakan kata-kata bakunya adalah ....',' Setiap anggota harus membeli kaos yang telah disediakan oleh panitia.   ',' Setiap anggauta harus membeli kaus yang telah disediakan oleh panitia.   ',' Setiap anggauta harus membeli kaos yang telah disediakan oleh panitia.   ','Setiap anggota harus membeli kaus yang telah disediakan oleh panitia.','Setiap anggota harus membeli kaus yang telah disediakan oleh panitia.',Sulit
'Tata Penulisan',' Siswa kelas VI SD Mulia akan membuat pohon cita-cita; Bu Umi meminta semua siswa menulis cita-citanya. Ani menuliskan kata astronot di kertasnya. Mira bercita-cita menjadi jendral. Yumna bercita-cita menjadi anggota intelijen. Semua siswa tenggelam dalam uforia membuat pohon cita-cita.',' Kesalahan penggunaan kata baku pada paragraf tersebut adalah',' astronot; intelijen; uforia',' jendral; intelijen; uforia',' astronot; jendral; uforia',' astronot; jendrai; intelijen',' astronot; jendral; uforia',Sulit
'Tata Penulisan',' Pada siang hari; tumbuhan melakukan fotosintetis. Fotosintetis tumbuhan membutuhkan klorophil; karbondioxsida; dan cahaya matahari. Hasil dari fotosintetis di antaranya oksigen dan karbohidrat.',' Perbaikan kesalahan penggunaan istilah pada paragraf tersebut adalah',' fotosintesa; kloropil; karbondioksida',' fotosintesa; klorofil; karbon dioksida',' fotosintesis; kloropil; karbondioksida',' fotosintesis; klorofil; karbon dioksida','fotosintesis; klorofil; karbon dioksida',Sedang
Iklan/Laporan/Pidato,' Bacalah kutipan pidato di bawah ini! \t $.. Untuk menghadapi situasi saat ini; kita harus selalu waspada. Sehubungan dengan isu penculikkan dan pembunuhan di daerah kita ini; diharapkan orang tua khususnya para wali murid serta para anak-anak tidak perlu merasa cemas. Bukankah belum ada bukti yang nyata  $ Namun; kita harus tetap waspada.',' Kalimat pembuka yang tepat untuk melengkapi pidato di atas adalah.  $',' Bapak-bapak; Ibu-ibu wali murid; serta anak-anak       ',' Mari kita panjatkan puji syukur ke hadirat Tuhan yang Maha Esa       ',' Apabila ada kata-kata yang kurang berkenan; saya mohon maaf      ','Apa kabar semuanya $',' Bapak-bapak; Ibu-ibu wali murid; serta anak-anak       ',Sedang
Iklan/Laporan/Pidato,'Melengkapi iklan','Kalimat iklan yang sesuai dengan gambar adalah ....',' Murah; kuat; dan bergaya   ',' Murah dan banyak pilihan warna   ',' Dapatkan segera di toko-toko terdekat   ','Murah dan cocok untuk segala aktivitas anda',' Murah; kuat; dan bergaya   ',Sedang
Iklan/Laporan/Pidato,' Perhatikan cuplikan pidato berikut! Teman-teman; waktu ujian sekolah semakin dekat. Jangan terlena dan bermalas-malasan; jika tidak ingin kecewa. Nilai ujian sekolah yang memuaskan harus diraih. Dengan demikian kita dapat melanjutkan ke sekolah lanjutan yang diinginkan. Marilah belajar dengan lebih rajin agar mendapat nilai ujian yang memuaskan!',' Isi pidato tersebut adalah ....',' belajar rajin agar memperoleh nilai ujian sekolah yang memuaskan   ',' siswa tidak boleh terlena terhadap nilai ujian sekolah yang memuaskan   ',' setelah lulus; siswa sekolah dasar harus melanjutkan ke sekolah lanjutan   ','siswa yang bermalas-malasan pasti tidak bisa melanjutkan ke sekolah lanjutan',' belajar rajin agar memperoleh nilai ujian sekolah yang memuaskan   ',Sulit
Iklan/Laporan/Pidato,' Baca cuplikan teks laporan berikut dengan cermat! Siswa kelas VI SD Mulia mengadakan kunjungan ke Museum Kraton Yogyakarta. Kunjungan tersebut dilaksanakan pada Selasa; 9 Januari 2018. Museum Kraton Yogyakarta terletak di dalam area Kraton Yogyakarta. Di dalam museum; para siswa sangat tertib dan bersikap sopan. Siswa tidak memegang barang yang tidak boleh disentuh. Mereka mengamati benda koleksi museum dengan tenang.',' Isi laporan tersebut adalah ....',' ketertiban siswa kelas VI SD Mulia di dalam Museum Kraton Yogyakarta   ',' siswa SD Mulia mengamati bangunan-bangunan di dalam Kraton Yogyakarta   ',' pada Selasa; 9 Januari 2018; siswa kelas VI SD Mulia mengunjungi kraton   ','Museum Kraton Yogyakarta menerapkan berbagai peraturan bagi pengunjung.',' ketertiban siswa kelas VI SD Mulia di dalam Museum Kraton Yogyakarta   ',Sulit
Iklan/Laporan/Pidato,'Perhatikan cuplikan pengumuman berikut ini !  PENGUMUMAN  Sehubungan akan diadakan kerja bakti membersihkan halaman dan lingkungan madrasah, maka diberitahukan kepada siswa-siswi MI Insan Mandiri untuk ikut berpartisipasi dalam kegiatan tersebut. Kegiatan dilaksanakan pada hari Sabtu, tanggal 14 Februari 2013 pukul 07.30 sampai selesai. Sehubungan dengan acara tersebut para siswa diharap membawa peralatan sapu lidi, cangkul, sabit atau alat kebersihan lainnya. Demikiani, atas perhatian para siswa, saya ucapkan terima kasih.  Karangginting, 12 Februari 2013 Kepala Madrasah,','Isi pengumuman di atas adalah�','MI Insan Mandiri telah mengadakan kerja bakti membersihkan halaman dan lingkungan madrasah.','MI Insan Mandiri akan mengadakan kerja bakti membersihkan halaman dan lingkungan madrasah.','Para siswa wajib memperhatikan setiap ada pengumuman di madrasah.','Para siswa wajib membawa alat kebersihan sehubungan dengan akan ada kegiatan bakti sosial.','MI Insan Mandiri akan mengadakan kerja bakti membersihkan halaman dan lingkungan madrasah.',Sulit
Iklan/Laporan/Pidato,'Laporan  Pabrik sandal plastik di Jakarta diawali dengan pukul 15.00 kemarin terbakar. Peristiwa itu diawali dengan bunyi ledakan yang sangat keras. Selang beberapa menit, api membumbung tinggi. Api menjilat-jilat hingga mencapai 50 meter dari permukaan tanah. Semua pekerja pabrik berhamburan menyelamatkan diri masing-masing. Menurut saksi mata, masih ada empat orang terjebak di dalam pabrik itu. Dugaan sementara kebakaran terjadi karena hubungan arus pendek.','Isi laporan di atas adalah ....','Pabrik sandal plastik di Jakarta Utara terbakar.','Penyebabnya belum diketahui oleh polisi.','Pabrik sandal kulit di Jakarta Utara terbakar.','Banyak korban terjebak dalam kebakaran tersebut.','Pabrik sandal plastik di Jakarta Utara terbakar.',Sulit
Iklan/Laporan/Pidato,'Baca cuplikan teks laporan berikut dengan cermat! Banjir besar telah menghanyutkan jembatan di wilayah Kecamatan Pundong Bantul belum lama ini. Tebing Sungai Opak di sisi timur mengalami kerusakan yang cukup parah. Kerusakan fasilitas lain juga banyak kita temukan. Akibat dari musibah tersebut banyak pengunjung berduyun-duyun menuju lokasi tersebut. Mereka datang tidak hanya dari wilayah sekitar. Sebagian besar dari mereka hanya ingin menyaksikan dampak bencana.','Isi laporan tersebut adalah ....','Bencana banir mengakibatkan kerusakan fasilitas umum di wilayah Bantul.','Banjir Sungai Opak mengakibatkan kerusakan sebagian besar fasilitas masyarakat.','Bencana banjir di Pundong menjadikan banyak orang berkunjung ke tempat bencana.','Banyak orang merasa prihatin terhadap musibah banjir di Pundong Bantul.','Banjir Sungai Opak mengakibatkan kerusakan sebagian besar fasilitas masyarakat.',Sulit
Iklan/Laporan/Pidato,'Perhatikan cuplikan pidato berikut! Saya ucapakan terima kasih atas kepercayaan teman-teman memilihku menjadi ketua kelas. Semoga aku bisa mengemban amanah ini sampai satu tahun ke depan. Demikian juga, teman-teman semakin kompak dan bersemangat dalam suka maupun duka. Akhirnya, kita bisa bersama-sama melaksanakan kegiatan pembelajaran dengan penuh kesuksesan.','Isi pidato tersebut adalah ....','Ucapan terima kasi dan harapan keseksesan ketua kelas baru.','Kesepakatan semu warga kelas untuk meraih kesuksesan dalam belajar.','Ajakan agar semua siswa untuk selalu kompak dan sukses dalam belajar.','Ungkapan rasa haru atas terpilihnya menjadi ketua kelas yang baru.','Ucapan terima kasi dan harapan keseksesan ketua kelas baru.',Sulit
Membaca,'Suatu ketika, datanglah seorang pengembara mendatangi seorang pertapa di tepi telaga. Langkah pengembara itu tampak gontai, karena dirundung hati yang gundah. �Pak tua, hatiku resah tak menentu.� keluhnya pada pertapa itu. Pertapa tua itu tidak menjawab sepatah kata pun. Ia hanya mengambil segenggam garam dan secawan air. Pertapa itu memasukkan garam itu ke dalam cawan lalu mengaduknya. Ia meminumkan air itu kepada pengembara itu. �Bah, asin sekali air ini!� teriaknya. Kemudian, pertapa itu mengambil lagi segenggam garam, dan menaburkannya ke tengah telaga dan meminumkannya kepada pengembara itu. �Airnya sudah tidak terasa asin lagi,� gumam pengembara tersebut. �Aku harus berlapang hati ketika tertimpa musibah, agar musibah tidak terasa menyakitkan.� kata pengembara dalam hati.','Watak Pertapa pada cuplikan cerita tersebut adalah ....',tegas,cerdik,penyayang,pendiam,cerdik,Sedang
Membaca,'Bujang Trindil pembantu setia Dang Anggana mengikuti sayembara. Ia segera pergi mencari obat. Ia berjalan mendaki gunung tingggi dan menjelajah hutan belantara. Karena lelah, ia tertidur di bawah pohon rindang dan bermimpi. Dalam mimpi itu, ia disuruh membuat sumur. Sumur itu akan mengeluarkan air panas sebagai sarana menyembuhkan Putri Arum. Ketika terbangun, Bujang Trindil segera melakukan seperti dalam mimpinya. Keajaiban terjadi. Setelah Putri Arum mandi dengan air sumur itu, penyakit kulitnya lenyap. Akhirnya, Bujang Trindil mendapatkan hadiah. Namun, hadiah itu ia serahkan kepada tuannya, Dang Anggana. Menikahlah Dang Anggana dengan sang Putri Arum. Bujang Trindil merasa lega dan bahagia.','Kesimpulan cerita tersebut adalah ....','Putri Arum sembuh dari penyakit yang dideritanya','Bujang Trindil berhasil membuat sumur dari petunjuk mimpinya','Dang Anggana menikah dengan Putri Arum karena jasa Bujang Trindil.','Bujang Trindil menjadi pembantu setia Dang Anggana','Dang Anggana menikah dengan Putri Arum karena jasa Bujang Trindil.',Sulit
