@relation Dataset_soal_bhs_indo_sd_completed-REV1-b

@attribute jenissoal {Memaknai,Sinonim/Antonim,Membaca,Analisa,Paragraf,Membandingkan,Melengkapi,Sastra,Mengurutkan,'Tata Penulisan',Iklan/Laporan/Pidato}
@attribute uraiansoal string
@attribute pertanyaansoal string
@attribute opsi1soal string
@attribute opsi2soal string
@attribute opsi3soal string
@attribute opsi4soal string
@attribute kuncijawabansoal string
@attribute kategorisoal {Mudah,Sedang,Sulit}

@data
Membaca,' Wortel adalah salah satu jenis sayuran yang memiliki banyak manfaat. Sayuran tersebut mengandung serat yang berfungsi untuk melancarkan pencernaan. Selain itu; kandungan dari vit A dalam wortel sangat baik untuk kesehatan mat Tidak hanya itu saja; wortel juga bisa dimanfaatkan sebagai pewarna alami.',' Ide pokok dari paragraf diatas yaitu  ',' Wortel adala sayuran yang memiliki banyak manfaat.   ',' Sayuran tersebut mengandung serat untuk melancarkan pencernaan.   ',' Kandungan dari vit A dalam wortel sangat baik untuk kesehatan mat   ','Wortel juga bisa dimanfaatkan sebagai pewarna alami.',' Wortel adala sayuran yang memiliki banyak manfaat.   ',Sulit
Membaca,' Induk ayam dan juga anaknya hidup didalam sebuah hutan yang sangat lebat. Mereka tinggal bersandingan dengan keluarga bebek. Di suatu hari sang induk bebek hendak pergi ke suatu lembah. Beliau berpesan kepada anaknya untuk tidak membuka pintu; kecuali hanya untuk ibunya.  Supaya mereka tidak salah mengenali; maka ibu bebek mengarjkan anak-anaknya sebuah lagu. Tanpa disadari; ternyata serigala mendengar lagu yang diajarkan oleh ibu bebek kepada anak-anaknya. Kemudian ibu bebek pergi meninggalkan anak-anaknya dirumah.  Tak lama; ada yang mengetuk pintu rumah bebek; namun mereka mengingat pesan sang ibu jika ada yang datang jangan dibukakan pintu. Hingga beberapa kali serigala mengetuk pintu; tetap saja tidak ada yang membukakan pintu. Akhirnya; serigala menyanyikan lagu yang diajarkan oleh induk bebek kepada anak-anaknya.  Namun; anak bebek ragu-ragu untuk membuka pintu saat mendengar lagu itu. Bukankah ibunya baru saja pergi $ Tapi kok sudah kembali lagi $ Suara yang mereka dengar tidak seperti suara sang induk. Akantetapi mereka cerdas; mereka tidak langsung membuka pintu; namun mereka mengintip terlebih dahulu melalui jendela.  Ternyata serigala yang sedari tadi berusaha untuk masuk kedalam rumahnya dengan cara menirukan ibu mereka. Mereka berteriak ketakutan sampai-sampai membuat induk ayam datang menghampiri mereka. Tak lama serigala pun meninggalkan tempat itu. ','Ide pokok dari paragraf pertama pada teks cerita diatas adalah  $.',' Ayam dan bebek hidup berdampingan   ',' Ayam meninggalkan anak-anaknya   ',' Serigala datang kerumah bebek   ','Induk ayam mengusir serigala',' Ayam dan bebek hidup berdampingan   ',Sulit
Membaca,' Berbagai upaya dilakukan manusia untuk hidup sehat. Salah satunya dengan melakukan olahraga teratur. Melalui olahraga daya tahan tubuh menjadi meningkat. Selain itu olahraga dapat menurunkan kadar kolesterol. ','Ide pokok paragraf tersebut adalah ....',' Olahraga teratur   ',' Upaya hidup sehat   ',' Daya tahan tubuh meningkat   ','Menurunkan kadar kolesterol',' Upaya hidup sehat   ',Sulit
Membaca,' Ada beberapa penyebab kemacetan di Yogyakarta. Salah satunya jumlah kendaraan makin banyak sementara ruas jalan tetap. Faktor lain adalah banyaknya kendaraan wisatawan dari berbagai wilayah. Selain itu; keberadaan becak yang terkadang parker di pinggir-pinggir jalan.',' Isi paragraf tersebut adah ....',' Becak parker di pinggir-pinggir jalan   ',' Penyebab kemacetan di Yogyakarta   ',' Kendaraan di Yogyakarta semakin banyak   ','Kendaraan wisatawan dari berbagai wilayah',' Penyebab kemacetan di Yogyakarta   ',Sulit
Membaca,' Lingkungan sungai sering rusak akibat ulah manusia. Manusia kadang membuang sampah ke sungai. Hal itu menyebabkan sungai menjadi kotor dan dangkal. Selain itu; penambangan pasir yang tidak dibatasi turut menyebabkan kerusakan lingkungan sungai. ',' Hal yang akan terjadi jika kerusakan sungai tidak teratasi adalah ....',' Penambangan pasir akan mengalami kerugian   ',' Terganggunya pasokan air tanah yang bersih   ',' Hidup tidak nyaman karena banyak sampah di sungai   ','Banjir akan mengancam warga yang tinggal di sekitar sungai','Banjir akan mengancam warga yang tinggal di sekitar sungai',Sulit
Membaca,' Di sebuah hutan; hiduplah beberapa ekor burung. Si Jalak dan Si Pipit namanya. Si Jalak memiliki bulu yang indah dan suara merdu. Entah mengapa Si Jalak itu selalu menyendiri. Beda halnya dengan Si Pipit; walau tidak cantik ia ramah sehingga punya banyak teman. Si Pipit merasa kasihan pada Si Jalak.  $Selamat pagi Jalak. Ayo kita mengelilingi hutan sambil menghirup udara segar! $  $Nanti aku ditembak pemburu karena aku terlalu indah; $ jawab burung jalak sinis.','  Mengapa Jalak tidak mau diajak Pipit mengelilingi hutan $ Burung jalak tidak mau mengelilingi hutan karena .... ',' Memiliki suara merdu   ',' Ia tidak memiliki teman   ',' Takut ditembak pemburu   ','Burung jalak berbulu indah',' Takut ditembak pemburu   ',Sulit
Membaca,' Bertani jagung dimulai dengan menanam bijinya. Setelah tiga sampai empat hari bakal tanaman akan muncul di permukaan tanah. Petani dapat memanen jagung setelah tanaman berusia tiga setengah bulan. Itulah tahapan petani dalam menanam jagung.',' Ide pokok paragraf tersebut adalah ....',' teknik bertani jagung   ',' awal mula bertani jangung   ',' tahapan bertani jagung   ','usia jagung dipanen',' tahapan bertani jagung   ',Sulit
Membaca,' Pak Hardi adalah tukang tambal ban yang giat bekerja. Ia menghidupi tiga orang anaknya yang masih kecil. Setiap hari; ia harus pergi ke tempat tambal ban di pinggir jalan. Walau tak seberapa yang didapatkan setiap harinya; ia selalu bersyukur. Dalam hatinya; ia ingin mendapatkan pekerjaan yang layak dan dapat menghidupi keluarganya seperti kebanyakan orang. Suatu pagi; ia bergegas menuju tempat pekerjaannya. Tiba tiba  $Bluuk ...!ada sebuah tas jatuh di depannya. Dipungutnya lalu diteriakkan kepada seorang wanita yang sedang dibonceng sepeda motor. ','Apa yang terjadi jika Pak Hardi bukan orang yang jujur ?',' Memberikan tas itu kepada orang lain',' Membiarkan tas itu dipinggir jalan',' Tas itu; tidak dikembalikan kepada pemiliknya',' Menyerahkan tas itu kepada polisi',' Tas itu; tidak dikembalikan kepada pemiliknya',Sulit
Membaca,'Tidak semua orang memiliki bakat menulis. Kegemaran menulis yang dimiliki oleh anak bungsu dari pasangan Pak Tohari dan Ibu Kanthi ini sudah muncul sejak berusia 8 tahun. Kemahirannya tersebut bisa jadi merupakan warisan dari ayahnya. Banyak orang mengatakan bahwa ayahnya adalah seorang penulis yang hebat. Hasil karya ayahnya dinilai mampu membahagiakan hati orang-orang yang membacanya. Meskipun masih duduk di kelas 6 Madrasah Ibtidaiyah, Ahmad sudah berhasil menghasilkan belasan buku cerita yang dikarangnya sendiri. Selain menghasilkan beberapa buku cerita, Ahmad juga selalu menjadi juara dalam setiap lomba yang diikutinya. Pernah ia menjadi juara dalam lomba menulis cerita anak tingkat kota madya dan lomba menulis puisi anak tingkat provinsi Jawa Tengah. Jika dihitung, jumlah piagam dan piala yang berderet di dalam lemari kaca sudah mencapai lebih dari tiga puluh buah. Semua prestasi yang diraih Ahmad tersebut tentu saja diperoleh melalui perjuangan dan ketekunan. Dorongan dari seorang ayah dan kemauan yang kuat dalam dirinya untuk tetap menulis memang sangat berpengaruh. Ia berharap kelak bisa menjadi seorang penulis terkenal seperti ayahnya. Ia pun berharap tulisan-tulisannya bisa bermanfaat bagi semua orang, khususnya anak-anak Indonesia.','Ide pokok yang terdapat dalam paragraf ketiga adalah ....','Setiap orang memiliki bakat terpendam yang hebat.','Kebahagiaan bisa dicapai dengan tekun menulis cerita.','Dorongan orang tua sangat penting agar anak menjadi pintar.','Prestasi dapat diraih melalui perjuangan, ketekunan, dan kemauan kuat.','Prestasi dapat diraih melalui perjuangan, ketekunan, dan kemauan kuat.',Sulit
Membaca,'Eka : (Menghampiri Doni dengan menyandang tas sekolah di punggung) �Don, ayo berangkat! Nanti keburu hujan!� Doni : (Memindahkan bola dengan kedua tangannya).�Males, Ka. Masa, dari dulu sampai sekarang les melulu. Kapan main bolanya?� Eka : �Jangan begitu, Don! Les itu kebutuhan siapa, coba? Kebutuhan kita sendiri, �kan?� Doni : �Masa, dari dulu hanya latihan mengerjakan soal-soal terus. Bosan, ah.� Eka : �Itu semua untuk mempersiapkan kita menghadapi US dan UN. Kalau sampai nggak lulus, baru tahu rasa kau, Don!� Doni : �Haaah, peduli amat! Sana, sana, pergi sendiri aja! Aku mau main bola dulu!� Eka : �Oke, kalau begitu. Aku berangkat dulu.� Doni : �Silakan! Selamat mengerjakan soal-soal, Ka!� (Ha ... ha ... ha) Sesaat kemudian....  Ibu : (Keluar dari dalam rumah) �Ini hari Rabu, pukul setengah tiga. Bukankah kamu seharusnya les IPA , Don? Kenapa tidak masuk!� Doni : (Menggaruk-garuk kepala) �Anu, Bu ... libur! Ya, libur! Diganti minggu depan.� Ibu : �Benar katamu, Don? Ibu dengar, tadi Eka ke sini menghampirimu? Kenapa Eka masuk, sedang kamu tidak?� Doni : (Menundukkan kepala) �Hmm ... Doni ingin main bola dulu, Bu.� Ibu : (Membelai kepala Doni) �Doni, main bola besok sore �kan bisa. Sekarang les dulu. Sana, siap-siap! Nanti Ibu antar!� Doni : (Masuk sambil bersungut-sungut) �Baik. Tapi nanti Doni dibelikan gado-gado di warung Bu Ida ya, Bu.� Ibu : (Menggandeng Doni) �Tentu, sayang.�','Amanat yang terkandung dalam teks drama adalah�','Rajinlah belajar agar kita lulus ujian.','Kita boleh menunda waktu untuk belajar','Kita harus berbakti kepada ibu.','Bermain bola dan les sama-sama penting.','Rajinlah belajar agar kita lulus ujian.',Sulit
Membaca,'Perhatikan kutipan teks percakapan berikut ini ! Nada : � Hai Far, benar juga katamu. Hari ini Sinta tidak masuk ?� Farah : � Benar,. kan, Dia sakit gigi. Kata Ibunya, Sinta malas gosok gigi.� Nada : � Pantas saja, dia tidak menjaga kebersihan giginya.� Farah : � Padahal, menggosok gigi sangat penting sebagai bagian hidup bersih.� Nada : �Ya, supaya kuman mati, gigi bersih dan sehat.�','Simpulan isi teks percakapan di atas adalah','Tetaplah berangkat meskipun kita menderita sakit gigi.','Hindarilah sakit gigi, karena mengganggu sekolah kita.','Kita bisa saja sakit gigi meski rajin gosok gigi setiap hari.','Biasakan gosok gigi sebagai bagian hidup bersih dan sehat.','Biasakan gosok gigi sebagai bagian hidup bersih dan sehat.',Sulit
Membaca,'Pahamilah pantun berikut ! Bunga melati semerbak nan wangi terlihat mekar berseri di dalam taman Hilangkanlah congkak dan iri hati Agar banyak teman lagi hidup pun nyaman','Bagaimanakah pesan yang terkandung dalam pantun di atas ?','Kita harus bebas dari rasa congkak dan iri hati agar dipuji teman.','Orang yang congkak dan iri hati,hidupnya nyaman serta banyak teman','Kita tidak boleh iri hati terhadap teman yang hidupnya nyaman.','Jadi orang jangan congkak dan iri hati agar hidup nyaman dan banyak teman','Jadi orang jangan congkak dan iri hati agar hidup nyaman dan banyak teman',Sulit
Membaca,'Jadwal Beberapa Kendaraan Berbagai Jurusan  No. Nama Kendaraan Jurusan Berangkat Tiba 1. Bus Sinar Mas Jakarta-Bandung 06.30 11.10 2. Kereta Api Kaligung Tegal-Semarang 04.30 08.10 3. Bus Kota Semarang-Solo 14.10 17.00 4. Pesawat Terbang Lion Air  Jakarta-Surabaya 09.30 11.12 5. Bus Pariwisata Cirebon-Jakarta 11.15 16.30','Pernyataan yang sesuai dengan jadwal perjalanan kendaraan di atas adalah ....','Kereta Kaligung berangkat dari Tegal pukul 06.30 dan sampai di Semarang pukul 11.30','Bus kota jurusan Semarang � Solo berangkat pukul 04.30 tiba pukul 08.10.','Bus pariwisata berangkat dari Cirebon pukul 11.15 tiba di Jakarta pukul 16.30.','Pesawat Lion Air berangkat dari bandara Sukarno-Hatta pukul 04.30 tiba di Surabaya pukul 11.10.','Bus kota jurusan Semarang � Solo berangkat pukul 04.30 tiba pukul 08.10.',Sulit
Membaca,'Perhatikan cuplikan cerita anak berikut ini ! ...... Shinta tidak pernah berbicara kasar terhadap siapa pun. Jika bertemu guru, ia selalu memberi salam. Shinta selalu menolong teman-temannya, sehingga banyak teman menyukainya ......','Simpulan isi cerita di atas adalah ....','Shinta anak yang manja dan baik.','Shinta suka mencari muka, tetapi dia baik.','Shinta anak yang baik dan ramah','Shinta anak yang ramah dan periang.','Shinta anak yang baik dan ramah',Sulit
Membaca,'Banyak negara bergantung dari industri pariwisata. Industri Pariwisata merupakan sumber pajak dan pendapatan kepada negara dari perusahaan yang menjual jasa kepada wisatawan. Oleh karena itu, pengembangan industri pariwisata adalah salah satu strategi yang dipakai oleh organisasi nonpemerintah untuk mempromosikan suatu wilayah.','Ringkasan bacaan di atas adalah ....','Banyak negara mendapat pajak dan pendapatan dari industri pariwisata.','Industri pariwisata mendatangkan keuntungan bagi negara.','Banyak negara bergantung kepada organisasi nonpemerintah.','Banyak negara bergantung kepada industri pariwisata di wilayahnya karena mendatangkan keuntungan berupa pendapatan negara.','Banyak negara bergantung kepada industri pariwisata di wilayahnya karena mendatangkan keuntungan berupa pendapatan negara.',Sulit
Membaca,'Banyak negara bergantung dari industri pariwisata. Industri Pariwisata merupakan sumber pajak dan pendapatan kepada negara dari perusahaan yang menjual jasa kepada wisatawan. Oleh karena itu, pengembangan industri pariwisata adalah salah satu strategi yang dipakai oleh organisasi nonpemerintah untuk mempromosikan suatu wilayah.','Pesan yang terkandung dalam bacaan di atas adalah ....','Sebaiknya kita menjaga industri pariwisata.','Sebaiknya kita menjaga keberadaan industri pariwisata agar semakin maju.','Alangkah baiknya jika pengembangan industri pariwisata terus dilakukan.','Alangkah baiknya jika negara memperhatikan industi pariwisata.','Sebaiknya kita menjaga keberadaan industri pariwisata agar semakin maju.',Sulit
Membaca,'Secara umum, orang Bali hidup dalam pertanian. Pertanian di Bali sangat bagus dan terkenal dengan sistem Subaknya. Mereka secara tradisional berkultivasi. Mereka menggunakan memotong, menyapu dan membajak dengan sapi. Sementara mayoritas masyarakatnya di bidang pertanian sebagai pencaharian utama.','Ide pokok dari paragraf di atas adalah','Masyarakat Bali hidup dari pertanian','Sektor pariwisata lebih menjanjikan','Terkenal dengan keberadaan sistem Subak.','Mereka secara tradisional menanam.','Terkenal dengan keberadaan sistem Subak.',Sulit
Membaca,'Secara umum, orang Bali hidup dalam pertanian. Pertanian di Bali sangat bagus dan terkenal dengan sistem Subaknya. Mereka secara tradisional berkultivasi. Mereka menggunakan memotong, menyapu dan membajak dengan sapi. Sementara mayoritas masyarakatnya di bidang pertanian sebagai pencaharian utama.','Sistem pertanian di Bali dikenal sebagai ',Ngab,Irigasi,Subak,kelelahan,Subak,Sulit
Membaca,'Harun: �Adi kenapa terlambat Berlatih,? � Adi: �tidur.� Faris: �Mau latihan kok malah tidur?� Adi: �Ya, aku baru mau berlatih.� Ikbal: �Tadi kamu ditegur pelatih, ya? � Adi: �Ya, aku ditegur agar tidak terlambat lagi. � Harun: �Lain kali berangkatlah lebih awal.� Faris: �Ya, betul. Ayo, kita segera pulang! Hari telah senja. �(Mereka berjalan bersamasama)','Amanat dari drama ini adalah ','Jika ingin unggul, Anda tidak bisa malas.','Seorang teman yang terkena musibah harus tertolong.','Hubungan antar teman harus dijaga.','Kesehatan harus dijaga melalui olahraga.','Kesehatan harus dijaga melalui olahraga.',Sulit
Membaca,'Perhatikan teks berikut! Tim sepak bola nasional Indonesia, Selasa (19.06). Night, kostum baru di pusat olahraga Bung Karno Senayan di Jakarta. Seragam ini dimaksudkan untuk digunakan sistem sirkulasi udara untuk kenyamanan para pemain dan memiliki kualitas yang sama dalam kostum tim Brasil dan Inggris','Kesimpulan dari paragraf di atas adalah ','Tim sepak bola nasional Indonesia meluncurkan kostum baru.','Kostum tim nasional sepakbola baru Indonesia sama dengan Brasil.','Kostum tim nasional sepakbola baru Indonesia digunakan.','Kostum tim nasional sepakbola baru Indonesia sama dengan Inggris.','Tim sepak bola nasional Indonesia meluncurkan kostum baru.',Sulit
Membaca,'Perhatikan dialog berikut! Ami: Jangan salahkan dia dulu. Belum tentu, dia yang mengambilnya. Ica: Saya yakin dia mengambilnya. (Sambil menunjuk ke kiri tubuhnya) Bagus: Mungkin Anda lupa mengatakannya. (Sambil memegang bahu Anda ica) ica: Tidak! Saya tidak lupa! Pagi ini, Saya memasukan uang SPP di dalam tas. Ami: Ya, itu dia. Sekarang kami hanya melaporkan kejadian ini kepada guru.','Kesimpulan dari percakapan di atas adalah ','Tata dituduh mengambil biaya kuliah Ica','ICa menuduh seseorang telah mengambilnya biaya kuliah.','Tata mencoba melaporkan kehilangan uang kepada guru.','ICa ingat memasukkan uang SPP ke dalam tas.','ICa menuduh seseorang telah mengambilnya biaya kuliah.',Sulit
Membaca,'Kita harus membiasakan membersihkan kaki secara rutin agar tidak berbau. Sela-sela kaki dan kuku jari kaki dicuci menggunakan air sabun agar bakteri hilang. Jangan lupa, kaus kaki harus dicuci setiap habis dipakai. Hal tersebut sebagai tindakan praktis mencegah kaki dan kaus kaki bau.','Ide pokok paragraf tersebut adalah ....','cara mencuci kaki supaya bersih','tindakan menghilangkan bakteri di kaki','cara praktis menghilangkan bau kaki','tindakan praktis mencuci kaus kaki','cara praktis menghilangkan bau kaki',Sulit
Membaca,'Diare adalah buang air besar encer dengan frekuensi lebih sering dari biasanya. Apabila di rumah, kita harus segera member banyak minum kepada penderita agar tidak dehidrasi. Apabila ada, kita bisa member obat oralit setiap kali berak. Kita bisa membawa ke puskesmas atau rumah sakit untuk tindakan lebuh lanjut. Buang tinja di jamban dan cuci tangan dengan sabun untuk mencegahnya.','Bagaimana cara mencegah diare? Cara mencegah diare adalah ....','buang tinja di jamban dan cuci tangan dengan sabun','memberi banyak minum agar tidak dehidrasi','memberi minum obat oralit setiap kali berak','membawa ke puskesmas atau ke rumah sakit','buang tinja di jamban dan cuci tangan dengan sabun',Sulit
Membaca,'Kegiatan tidur memegang peranan penting dalam kesehatan dan kehidupan manusia. Tubuh memerlukan tidur yang berkualitas untuk mengembalikan kesegarannya. Jika tidak cukup tidur, kita akan mengalami gangguan kekebalan tubuh. Kita bisa mengalami menurunnya fungsi konsentrasi dan daya ingat. Tubuh butuh istirahat dengan tidur yang berkualitas sekitar 6 jam sampai 8 jam sehari.','Mengapa tubuh kita memerlukan tidur? Tubuh memerlukan tidur yang berkualitas karena ....','memegang peranan penting dalam kesehatan','akan mengalami gangguan kekebalan tubuh','untuk mengembalikan kesegaran tubuh kita','untuk istirahat selama 6 jam sampai 8 jam sehari','untuk mengembalikan kesegaran tubuh kita',Sulit
Membaca,'Bacalah teks cerita berikut ini. Seekor induk itik melihat sebutir telur di dekat pohon besar. Ia mengamatinya sejenak, kemudian ia membawa pulang telur itu. �Ini pasti telur burung elang yang membuat sarang di pohon itu�, pikirnya. �Akan kuerami telur ini agar menetas menjadi burung elang perkasa,� lanjutnya dalam hati. Beberapa waktu kemudian, tumbuhlah burung elang dari telur yang dierami induk itik tersebut. Suatu pagi, anak burung itu berkata �Bu, ajari aku terbang seperti anak burung lainnya.� Induk itik pun menjawab, �Nak, ibu ibu tidak bisa terbang, berlatihlah sendiri, suatu saat kamu akan bisa terbang keliling dunia seperti burung rajawali.� Akhirnya, anak burung itupun pandai terbang. Tetapi hatinya sedih, ketika melihat ke bawah ibunya sendirian melihatnya terbang. Anak burung itu tak tega menyaksikan ibunya. Akhirnya ia memutuskan tidak lagi terbang meninggalkan ibunya sendirian.','Bagaimana cara anak burung membalas budi pada induk itik?','rajin berlatih terbang','menuruti nasehat ibunya','tidak lagi terbang meninggalkan ibunya','tidak tega melihat kesedihan ibunya','tidak lagi terbang meninggalkan ibunya',Sulit
Membaca,'Bacalah teks cerita berikut ini. Seekor induk itik melihat sebutir telur di dekat pohon besar. Ia mengamatinya sejenak, kemudian ia membawa pulang telur itu. �Ini pasti telur burung elang yang membuat sarang di pohon itu�, pikirnya. �Akan kuerami telur ini agar menetas menjadi burung elang perkasa,� lanjutnya dalam hati. Beberapa waktu kemudian, tumbuhlah burung elang dari telur yang dierami induk itik tersebut. Suatu pagi, anak burung itu berkata �Bu, ajari aku terbang seperti anak burung lainnya.� Induk itik pun menjawab, �Nak, ibu ibu tidak bisa terbang, berlatihlah sendiri, suatu saat kamu akan bisa terbang keliling dunia seperti burung rajawali.� Akhirnya, anak burung itupun pandai terbang. Tetapi hatinya sedih, ketika melihat ke bawah ibunya sendirian melihatnya terbang. Anak burung itu tak tega menyaksikan ibunya. Akhirnya ia memutuskan tidak lagi terbang meninggalkan ibunya sendirian.','Mengapa induk itik mengerami telur burung elang?','ingin agar telur burung menetas','kasihan terhadap burung elang','ingin memiliki anak burung elang','bersahabat lama dengan burung elang','ingin agar telur burung menetas',Sulit
Analisa,' Perhatikan gambar berikut! ',' Kalimat yang sesuai untuk mendeskripsikan gambar tersebut adalah ....',' Ada pohon pisang; batangnya lunak; dan tidak bercabang.   ',' Ada pohon pisang; buahnya bertandan; dan memiliki tunas.   ',' Ada pohon pisang; batangnya berpelepah; dan berbuah manis.   ','Ada pohon pisang; buahnya kuning; dan berkembanbiak dengan tunas.',' Ada pohon pisang; buahnya bertandan; dan memiliki tunas.   ',Sedang
Analisa,'Perhatikan gambar kemasan obat berikut ini !','Salma berumur 4 tahun. Jika ia pilek , berapa dosis untuk minum obat ini ?','Sehari sekali minum 0 - 2 sendok teh.','Sehari sekali minum 3-6 sendok teh.','Sehari 3 kali, setiap minum 1-2 sendok teh.','Sehari 3 kali, setiap minum 1 sendok teh.','Sehari 3 kali, setiap minum 1 sendok teh.',Sulit
Analisa,' Mulai tahun 2016 kuota haji di Indonesssia ditambah 10\% tiap tahunnya perprovinsinya. Hal ini tentunya merupakan kabar yang menggembirakan bagi calon jamaah haji; karena peluang mereka untuk berangkat  lebih cepat semakin terbuka.  Berikut kuota jamaah haji untuk setiap provinsi. No\tProvinsi\tKuota 2015(jiwa)\tKuota 2016 (jiwa) 1\tJawa Timur\t70.000\t.... 2.\tJawa Tengah\t50.000\t55.000 3.\tJawa Barat\t60.000\t66.000 4\tDKI Jakarta\t80.000\t88.00 ','Berdasarkan data kuota jumlah jamaah haji untuk provinsi tersebut di atas; kuota tahun 2016 untuk provinsi Jawa Timur sebanyak... jiwa.',77,77.7,78,77.8,77,Sulit
Analisa,' Koperasi siswa menyediakan buku teks pelajaran. Buku-buku itu antara lain buku Bahasa Indonesia; buku Matematika; buku Ilmu Pengetahuan Alam; buku Ilmu Pengetahuan Sosial; dan buku Latihan Soal Ujian Nasional. Buku Bahasa Indonesia berharga Rp35.000;00. Harga buku Matematika Rp3.000;00 lebih mahal dari harga buku Ilmu Pengetahuan Alam. Harga buku limu Pengetahuan Sosial dan Ilmu Pengetahuan Alam Rp30;000;00; lebih murah dari buku Bahasa Indonesia. Harga buku latihan Soal Ujian Nasional Rp66.000;00.  Judul buku\tHarga Bahasa Indonesia\tRp35.000;00 ...(1}\tRp33.000;00 ...(2)\tRp30.000;00 Latihan Soal Ujian Nasionai\t--(3) Ilmu Pengetahuan Alam\tRp30.000;00',' isian yang tepat untuk (1); (2); dan (3) secara berurutan adalah ',' llmu Pengetahuan Sosial; Matematika; Rp70.000;00',' Matematika; Ilmu Pengetahuan Sosial; Rp66.000;00',' Ilmu Pengetahuan Sosial; Matematika; Rp60.000;00',' Matematika; llmu Pengetahuan Sosial; Rp66.000;00',' Matematika; Ilmu Pengetahuan Sosial; Rp66.000;00',Sulit
Analisa,' Perhatikan gambar benkuti  ',' Paragraf deskripsi yang tepat berdasarkan gambar adalah',' Ada sekelompok anak beraktivitas di ruang perpustakaan. Empat anak sedang berdialog sambil duduk di kursi. Dua anak yang lain sedang memilih buku di rak. Satu anak akan keluar dari ruang perpustakaan.',' Ada tujuh anak beraktivitas di ruang perpustakaan. Empat anak sedang membaca sambil duduk di kursi. Dua anak yang lain sedang memilih buku di rak. Satu anak sedang mengempit buku',' Beberapa anak sedang berada di ruang perpustakaan. Empat anak sedang membaca sambil duduk di kursi. Dua anak yang lain sedang mengembalikan buku ke rak; Ada satu anak yang akan keluar dari ruang perpustakaan karena marah.',' Anak-anak sedang mengadakan kegiatan di ruang perpustakaan. Beberapa anak sedang membaca sambil duduk di kursi. Dua anak yang lain sedang membersihkan buku di rak. Satu anak tidak jadi meminjam buku dan meninggalkan ruang perpustakaan.',' Ada tujuh anak beraktivitas di ruang perpustakaan. Empat anak sedang membaca sambil duduk di kursi. Dua anak yang lain sedang memilih buku di rak. Satu anak sedang mengempit buku',Sulit
Analisa,'Jadwal Beberapa Kendaraan Berbagai Jurusan  No. Nama Kendaraan Jurusan Berangkat Tiba 1. Bus Sinar Mas Jakarta-Bandung 06.30 11.10 2. Kereta Api Kaligung Tegal-Semarang 04.30 08.10 3. Bus Kota Semarang-Solo 14.10 17.00 4. Pesawat Terbang Lion Air  Jakarta-Surabaya 09.30 11.12 5. Bus Pariwisata Cirebon-Jakarta 11.15 16.30','Riani tinggal di Tegal.Kendaraan yang tepat jika ingin ke Semarang adalah ....','Kereta Api Kaligung','Pesawat Lion Air','Bus Pariwisata','Bus Sinar Mas','Kereta Api Kaligung',Sulit
Analisa,'Perhatikan gambar di bawah ini !','Paragraf yang sesuai gambar tersebut adalah ....','Bakat membatik yang dimiliki Nita sudah muncul sejak kecil. Saat ini ia sedang membuktikan kelihaiannya. Sambil memegang kuas kecil kesayangannya ia mulai beraksi di atas kain yang telah ia sediakan.','Hobi menulis yang dimiliki Nita sudah muncul sejak kecil. Saat ini ia sedang membuktikan kelihaiannya. Sambil memegang kuas kecil kesayangannya ia mulai beraksi di atas kain kanvas yang telah ia sediakan.','Bakat melukis yang dimiliki Nita sudah muncul sejak kecil. Saat ini ia sedang membuktikan kelihaiannya. Sambil memegang kuas kecil kesayangannya ia mulai beraksi di atas kain kanvas yang telah ia sediakan.','Kebiasaan corat-coret yang dimiliki Nita sudah muncul sejak kecil. Saat ini ia sedang membuktikan kelihaiannya. Sambil memegang kuas kecil kesayangannya ia mulai beraksi di atas kain kanvas yang telah ia sediakan.','Bakat melukis yang dimiliki Nita sudah muncul sejak kecil. Saat ini ia sedang membuktikan kelihaiannya. Sambil memegang kuas kecil kesayangannya ia mulai beraksi di atas kain kanvas yang telah ia sediakan.',Sulit
Analisa,'Anak-anak 3 x 1/2 tablet per hari. Dewasa 3 x 1 tablet per hari. Ibu Ami terserang flu.','Dosis obat yang tepat untuk Ibu Ami �','Satu minum tiga tablet, diminum sehari sekali pagi siang sore.','Minum satu tablet sekali sehari.','Minumlah setiap tiga hari sekali Tablet.','Minum satu tablet sekali, minum tiga kali sehari.','Satu minum tiga tablet, diminum sehari sekali pagi siang sore.',Sulit
Analisa,'Perhatikan gambar berikut !','Isi iklan tersebut adalah',' Gunakan sabun saat mandi bersama keluaraga.','  Sabun muka untuk membersihkan muka agar bersih   ',' Gunakan sabun cuci saat mencuci pakaian anda.   ','Bersihkan tangan setelah beraktivitas dengan sabun','Bersihkan tangan setelah beraktivitas dengan sabun',Sulit
Paragraf,' Kebiasaan merokok membahayakan kesehatan. Ada berbagai bahan kimia berbahaya dalam kandungan rokok. Zat kimia tersebut dapat menimbulkan kanker apabila dihirup oleh perokok. Perokok pasif lebih rentan terkena bahaya asap rokok. Rokok juga menimbulkan ketergantungan para pemakainya.',' Jenis paragraf tersebut adalah',' persuasi',' deskripsi',' argumentasi',' narasi',' argumentasi',Mudah
