@relation Dataset_soal_bhs_indo_sd_completed-REV1-b

@attribute jenissoal {Memaknai,Sinonim/Antonim,Membaca,Analisa,Paragraf,Membandingkan,Melengkapi,Sastra,Mengurutkan,'Tata Penulisan',Iklan/Laporan/Pidato}
@attribute uraiansoal string
@attribute pertanyaansoal string
@attribute opsi1soal string
@attribute opsi2soal string
@attribute opsi3soal string
@attribute opsi4soal string
@attribute kuncijawabansoal string
@attribute kategorisoal {Mudah,Sedang,Sulit}

@data
Membaca,'  $Begini Intan; saat ini musim penghujan. Jadi; persediaan air di desa ini sangat melimpah. Sawah disini termasuk sawah tadah hujan sehingga air hujan merupakan sumber pengairan yang utama. Nah; selagi air melimpah; para petani memanfaatkan sawahnya untuk ditanami padi. Padi termasuk tanaman yang membutuhkan banyak air. Jadi musim hujan begini saat paling tepat untuk menanam padi. Namun; tidak berarti petani disini tidak suka menanam sayuran atau buah-buahan. Pada musim kemarau; ada yang menanam sayuran; misalnya; cabai; sawi; terung; tomat; dan kubis. Ada juga petani yang menanam buah- buahan; seperti semangka dan melon; $ Paman Danu menjelaskan.   $Selain itu; yang ditanam pada musim kemarau apa; Paman $ $ Tanya Intan lagi.  $Yang ditanam antara lain palawija; misalnya kacang tanah; jagung; atau kedelai. $  $Mengapa petani menanam sayuran dan palawija pada musim kemarau; Paman $ $ Tanya Intan.  Paman Danu pun menjelaskan;  $Hal ini karena tanaman sayuran dan palawija termasuk kurang cocok ditanam pada lahan banyak air. Namun; tidak berarti tanaman tersebut tidak memerlukan air. $  $Semua tanaman membutuhkan air. Namun; tanaman sejenis palawija dan sayuran hanya memerlukan pengairan pada saat-saat tertentu. Tanah tempat tanaman itu tumbuh tidak boleh basah atau tergenang air terus- menerus. Jika air sampai menggenang terus-menerus; akar atau batangnya dapat membusuk; $tambah Paman Danu. ','  Bagaimana cara petani memanfaatkan air hujan yang melimpah $ Cara petani memanfaatkan air hujan yang melimpah dengan .... ',' membuat sawah tadah hujan untuk ditanami sayuran   ',' menanam palawija di sawah tadah hujan   ',' menanam padi di sawah tadah hujan   ','mengalirkan air ke sawah dan ladang',' menanam padi di sawah tadah hujan   ',Sulit
Membaca,'  $Begini Intan; saat ini musim penghujan. Jadi; persediaan air di desa ini sangat melimpah. Sawah disini termasuk sawah tadah hujan sehingga air hujan merupakan sumber pengairan yang utama. Nah; selagi air melimpah; para petani memanfaatkan sawahnya untuk ditanami padi. Padi termasuk tanaman yang membutuhkan banyak air. Jadi musim hujan begini saat paling tepat untuk menanam padi. Namun; tidak berarti petani disini tidak suka menanam sayuran atau buah-buahan. Pada musim kemarau; ada yang  menanam sayuran; misalnya; cabai; sawi; terung; tomat; dan kubis. Ada juga petani yang menanam buah- buahan; seperti semangka dan melon; $ Paman Danu menjelaskan.   $Selain itu; yang ditanam pada musim kemarau apa; Paman $ $ Tanya Intan lagi.  $Yang ditanam antara lain palawija; misalnya kacang tanah; jagung; atau kedelai. $  $Mengapa petani menanam sayuran dan palawija pada musim kemarau; Paman $ $ Tanya Intan.  Paman Danu pun menjelaskan;  $Hal ini karena tanaman sayuran dan palawija termasuk kurang cocok ditanam pada lahan banyak air. Namun; tidak berarti tanaman tersebut tidak memerlukan air. $  $Semua tanaman membutuhkan air. Namun; tanaman sejenis palawija dan sayuran hanya memerlukan pengairan  pada saat-saat tertentu. Tanah tempat tanaman itu tumbuh tidak boleh basah atau tergenang air terus- menerus. Jika air sampai menggenang terus-menerus; akar atau batangnya dapat membusuk; $tambah Paman Danu.','  Mengapa tanaman palawija tidak memerlukan pengairan secara terus menerus $  Tanaman palawija tidak memerlukan pengairan secara terus menerus karena .... ',' buah pada tumbuhan palawija akan membusuk jika terlalu banyak air   ',' daun tanaman palawija akan membusuk jika tanahnya tergenang air   ',' tanaman palawija membutuhkan banyak air di waktu tertentu untuk tumbuh   ','akar atau batang tanaman palawija akan membusuk jika terlalu banyak air','akar atau batang tanaman palawija akan membusuk jika terlalu banyak air',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang.  ',' Kesimpulan cerita tersebut adalah ....',' burung elang berhasil memburu anak-anak ayam   ',' kedua sahabat itu saling mengingkari perjanjiannya   ',' induk ayam sudah tidak mencari cincin milik burung elang   ','persahabatan keduanya tercederai akibat ulah induk ayam','persahabatan keduanya tercederai akibat ulah induk ayam',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang.  ',' Hal yang akan terjadi jika induk ayam tidak pergi ke pesta malam itu adalah ....',' induk ayam tidak perlu melindungi anaknya   ',' cincin burung elang menjadi milik induk ayam   ',' pesta kaum ayam tidak akan meriah malam itu   ','induk ayam tidak meminjam cincin burung elang','induk ayam tidak meminjam cincin burung elang',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang.',' Awal konflik cerita tersebut adalah ....',' induk ayam dan burung elang hidup berdampingan   ',' induk ayam mendapat undangan pesta pada malam itu   ',' induk ayam menghilangkan cincin yang indah milik elang   ','induk ayam meminjam cincin milik elang dengan perjanjian','induk ayam meminjam cincin milik elang dengan perjanjian',Sulit
Membaca,' Induk Ayam dan Burung Elang hidup berdampingan dengan rukun. Keduanya saling menolong dalam keseharian. Suatu hari Induk Ayam mendatangi Elang. Malam itu; Induk Ayam mendapat undangan pesta. Ia bermaksud meminjam cincin yang indah milik elang. Sambil menyerahkan cincin; Elang berpesan;  $Hati-hati; benda ini sangat berharga bagiku. Kalau hilang; nyawa anak-anakmu sebagai jaminannya. $ Induk Ayam sangat menikmati pesta yang meriah itu. Ia menjadi pusat perhatian kaum ayam. Semua mengagumi cincin yang dipakainya. Ia menari mengikuti alunan musik bersama teman-temannya. Semaraknya suasna membuat Induk Ayam lupa pada anak serta cincin di cakarnya. Karena lelah; ia terlelap tidur. Keesokan hari; ia teringat pada cincin Burung Elang. Induk Ayam menengok kakinya.  $Hah; celaka aku! $ Dengan panik; dikoreknya setiap gundukan tanah. Ia mencari-cari cincin itu. Karena lelah; akhirnya ia melapor kepada Burung Elang. Burung Elang sangat murka. Ia mengancam akan mengambil anak-anak ayam. Sampai kini; induk ayam masih terus mengais tanah. Ia berusaha melindungi anak-anaknya dari buruan elang.',' Amanat yang terkandung pada cerita tersebut adalah ....',' kita harus menjaga dan bertanggung jawab terhadap barang pinjaman   ',' berlebihan saat melakukan pesta akan menimbulkan malapetaka   ',' kita harus mengutamakan persahabatan di atas segala-galanya   ','kita harus berusaha untuk menghadiri undangan yang diterima',' kita harus menjaga dan bertanggung jawab terhadap barang pinjaman   ',Sulit
Membaca,' Wortel adalah salah satu jenis sayuran yang memiliki banyak manfaat. Sayuran tersebut mengandung serat yang berfungsi untuk melancarkan pencernaan. Selain itu; kandungan dari vit A dalam wortel sangat baik untuk kesehatan mat Tidak hanya itu saja; wortel juga bisa dimanfaatkan sebagai pewarna alami.',' Ide pokok dari paragraf diatas yaitu  $.',' Wortel adala sayuran yang memiliki banyak manfaat.   ',' Sayuran tersebut mengandung serat untuk melancarkan pencernaan.   ',' Kandungan dari vit A dalam wortel sangat baik untuk kesehatan mat   ','Wortel juga bisa dimanfaatkan sebagai pewarna alami.',' Wortel adala sayuran yang memiliki banyak manfaat.   ',Sulit
Membaca,' Induk ayam dan juga anaknya hidup didalam sebuah hutan yang sangat lebat. Mereka tinggal bersandingan dengan keluarga bebek. Di suatu hari sang induk bebek hendak pergi ke suatu lembah. Beliau berpesan kepada anaknya untuk tidak membuka pintu; kecuali hanya untuk ibunya.  Supaya mereka tidak salah mengenali; maka ibu bebek mengarjkan anak-anaknya sebuah lagu. Tanpa disadari; ternyata serigala mendengar lagu yang diajarkan oleh ibu bebek kepada anak-anaknya. Kemudian ibu bebek pergi meninggalkan anak-anaknya dirumah.  Tak lama; ada yang mengetuk pintu rumah bebek; namun mereka mengingat pesan sang ibu jika ada yang datang jangan dibukakan pintu. Hingga beberapa kali serigala mengetuk pintu; tetap saja tidak ada yang membukakan pintu. Akhirnya; serigala menyanyikan lagu yang diajarkan oleh induk bebek kepada anak-anaknya.  Namun; anak bebek ragu-ragu untuk membuka pintu saat mendengar lagu itu. Bukankah ibunya baru saja pergi $ Tapi kok sudah kembali lagi $ Suara yang mereka dengar tidak seperti suara sang induk. Akantetapi mereka cerdas; mereka tidak langsung membuka pintu; namun mereka mengintip terlebih dahulu melalui jendela.  Ternyata serigala yang sedari tadi berusaha untuk masuk kedalam rumahnya dengan cara menirukan ibu mereka. Mereka berteriak ketakutan sampai-sampai membuat induk ayam datang menghampiri mereka. Tak lama serigala pun meninggalkan tempat itu. ','Ide pokok dari paragraf pertama pada teks cerita diatas adalah  $.',' Ayam dan bebek hidup berdampingan   ',' Ayam meninggalkan anak-anaknya   ',' Serigala datang kerumah bebek   ','Induk ayam mengusir serigala',' Ayam dan bebek hidup berdampingan   ',Sulit
Membaca,' Berbagai upaya dilakukan manusia untuk hidup sehat. Salah satunya dengan melakukan olahraga teratur. Melalui olahraga daya tahan tubuh menjadi meningkat. Selain itu olahraga dapat menurunkan kadar kolesterol. ','Ide pokok paragraf tersebut adalah ....',' Olahraga teratur   ',' Upaya hidup sehat   ',' Daya tahan tubuh meningkat   ','Menurunkan kadar kolesterol',' Upaya hidup sehat   ',Sulit
Membaca,' Ada beberapa penyebab kemacetan di Yogyakarta. Salah satunya jumlah kendaraan makin banyak sementara ruas jalan tetap. Faktor lain adalah banyaknya kendaraan wisatawan dari berbagai wilayah. Selain itu; keberadaan becak yang terkadang parker di pinggir-pinggir jalan.',' Isi paragraf tersebut adah ....',' Becak parker di pinggir-pinggir jalan   ',' Penyebab kemacetan di Yogyakarta   ',' Kendaraan di Yogyakarta semakin banyak   ','Kendaraan wisatawan dari berbagai wilayah',' Penyebab kemacetan di Yogyakarta   ',Sulit
Membaca,' Lingkungan sungai sering rusak akibat ulah manusia. Manusia kadang membuang sampah ke sungai. Hal itu menyebabkan sungai menjadi kotor dan dangkal. Selain itu; penambangan pasir yang tidak dibatasi turut menyebabkan kerusakan lingkungan sungai. ',' Hal yang akan terjadi jika kerusakan sungai tidak teratasi adalah ....',' Penambangan pasir akan mengalami kerugian   ',' Terganggunya pasokan air tanah yang bersih   ',' Hidup tidak nyaman karena banyak sampah di sungai   ','Banjir akan mengancam warga yang tinggal di sekitar sungai','Banjir akan mengancam warga yang tinggal di sekitar sungai',Sulit
Membaca,' Di sebuah hutan; hiduplah beberapa ekor burung. Si Jalak dan Si Pipit namanya. Si Jalak memiliki bulu yang indah dan suara merdu. Entah mengapa Si Jalak itu selalu menyendiri. Beda halnya dengan Si Pipit; walau tidak cantik ia ramah sehingga punya banyak teman. Si Pipit merasa kasihan pada Si Jalak.  $Selamat pagi Jalak. Ayo kita mengelilingi hutan sambil menghirup udara segar! $  $Nanti aku ditembak pemburu karena aku terlalu indah; $ jawab burung jalak sinis.','  Mengapa Jalak tidak mau diajak Pipit mengelilingi hutan $ Burung jalak tidak mau mengelilingi hutan karena .... ',' Memiliki suara merdu   ',' Ia tidak memiliki teman   ',' Takut ditembak pemburu   ','Burung jalak berbulu indah',' Takut ditembak pemburu   ',Sulit
Membaca,' Bertani jagung dimulai dengan menanam bijinya. Setelah tiga sampai empat hari bakal tanaman akan muncul di permukaan tanah. Petani dapat memanen jagung setelah tanaman berusia tiga setengah bulan. Itulah tahapan petani dalam menanam jagung.',' Ide pokok paragraf tersebut adalah ....',' teknik bertani jagung   ',' awal mula bertani jangung   ',' tahapan bertani jagung   ','usia jagung dipanen',' tahapan bertani jagung   ',Sulit
Membaca,' Pak Hardi adalah tukang tambal ban yang giat bekerja. Ia menghidupi tiga orang anaknya yang masih kecil. Setiap hari; ia harus pergi ke tempat tambal ban di pinggir jalan. Walau tak seberapa yang didapatkan setiap harinya; ia selalu bersyukur. Dalam hatinya; ia ingin mendapatkan pekerjaan yang layak dan dapat menghidupi keluarganya seperti kebanyakan orang. Suatu pagi; ia bergegas menuju tempat pekerjaannya. Tiba tiba  $Bluuk ...!ada sebuah tas jatuh di depannya. Dipungutnya lalu diteriakkan kepada seorang wanita yang sedang dibonceng sepeda motor. ','Apa yang terjadi jika Pak Hardi bukan orang yang jujur ?',' Memberikan tas itu kepada orang lain',' Membiarkan tas itu dipinggir jalan',' Tas itu; tidak dikembalikan kepada pemiliknya',' Menyerahkan tas itu kepada polisi',' Tas itu; tidak dikembalikan kepada pemiliknya',Sulit
Analisa,' Perhatikan gambar berikut! ',' Kalimat yang sesuai untuk mendeskripsikan gambar tersebut adalah ....',' Ada pohon pisang; batangnya lunak; dan tidak bercabang.   ',' Ada pohon pisang; buahnya bertandan; dan memiliki tunas.   ',' Ada pohon pisang; batangnya berpelepah; dan berbuah manis.   ','Ada pohon pisang; buahnya kuning; dan berkembanbiak dengan tunas.',' Ada pohon pisang; buahnya bertandan; dan memiliki tunas.   ',Sedang
Analisa,' Mulai tahun 2016 kuota haji di Indonesssia ditambah 10\% tiap tahunnya perprovinsinya. Hal ini tentunya merupakan kabar yang menggembirakan bagi calon jamaah haji; karena peluang mereka untuk berangkat  lebih cepat semakin terbuka.  Berikut kuota jamaah haji untuk setiap provinsi. No\tProvinsi\tKuota 2015(jiwa)\tKuota 2016 (jiwa) 1\tJawa Timur\t70.000\t.... 2.\tJawa Tengah\t50.000\t55.000 3.\tJawa Barat\t60.000\t66.000 4\tDKI Jakarta\t80.000\t88.00 ','Berdasarkan data kuota jumlah jamaah haji untuk provinsi tersebut di atas; kuota tahun 2016 untuk provinsi Jawa Timur sebanyak... jiwa.',77,77.7,78,77.8,77,Sulit
Analisa,' Koperasi siswa menyediakan buku teks pelajaran. Buku-buku itu antara lain buku Bahasa Indonesia; buku Matematika; buku Ilmu Pengetahuan Alam; buku Ilmu Pengetahuan Sosial; dan buku Latihan Soal Ujian Nasional. Buku Bahasa Indonesia berharga Rp35.000;00. Harga buku Matematika Rp3.000;00 lebih mahal dari harga buku Ilmu Pengetahuan Alam. Harga buku limu Pengetahuan Sosial dan Ilmu Pengetahuan Alam Rp30;000;00; lebih murah dari buku Bahasa Indonesia. Harga buku latihan Soal Ujian Nasional Rp66.000;00.  Judul buku\tHarga Bahasa Indonesia\tRp35.000;00 ...(1}\tRp33.000;00 ...(2)\tRp30.000;00 Latihan Soal Ujian Nasionai\t--(3) Ilmu Pengetahuan Alam\tRp30.000;00',' isian yang tepat untuk (1); (2); dan (3) secara berurutan adalah ',' llmu Pengetahuan Sosial; Matematika; Rp70.000;00',' Matematika; Ilmu Pengetahuan Sosial; Rp66.000;00',' Ilmu Pengetahuan Sosial; Matematika; Rp60.000;00',' Matematika; llmu Pengetahuan Sosial; Rp66.000;00',' Matematika; Ilmu Pengetahuan Sosial; Rp66.000;00',Sulit
Analisa,' Perhatikan gambar benkuti  ',' Paragraf deskripsi yang tepat berdasarkan gambar adalah',' Ada sekelompok anak beraktivitas di ruang perpustakaan. Empat anak sedang berdialog sambil duduk di kursi. Dua anak yang lain sedang memilih buku di rak. Satu anak akan keluar dari ruang perpustakaan.',' Ada tujuh anak beraktivitas di ruang perpustakaan. Empat anak sedang membaca sambil duduk di kursi. Dua anak yang lain sedang memilih buku di rak. Satu anak sedang mengempit buku',' Beberapa anak sedang berada di ruang perpustakaan. Empat anak sedang membaca sambil duduk di kursi. Dua anak yang lain sedang mengembalikan buku ke rak; Ada satu anak yang akan keluar dari ruang perpustakaan karena marah.',' Anak-anak sedang mengadakan kegiatan di ruang perpustakaan. Beberapa anak sedang membaca sambil duduk di kursi. Dua anak yang lain sedang membersihkan buku di rak. Satu anak tidak jadi meminjam buku dan meninggalkan ruang perpustakaan.',' Ada tujuh anak beraktivitas di ruang perpustakaan. Empat anak sedang membaca sambil duduk di kursi. Dua anak yang lain sedang memilih buku di rak. Satu anak sedang mengempit buku',Sulit
Paragraf,' Kebiasaan merokok membahayakan kesehatan. Ada berbagai bahan kimia berbahaya dalam kandungan rokok. Zat kimia tersebut dapat menimbulkan kanker apabila dihirup oleh perokok. Perokok pasif lebih rentan terkena bahaya asap rokok. Rokok juga menimbulkan ketergantungan para pemakainya.',' Jenis paragraf tersebut adalah',' persuasi',' deskripsi',' argumentasi',' narasi',' argumentasi',Mudah
Paragraf,' Adisucipto menempuh pendidikan di berbagai kota. Beliau menamatkan pendidikan setingkat SD di HIS Muntilan. Kemudian; Adisucipto melanjutkan pendidikan setingkat SMP di MULO St. Louis Ambarawa. Setelah lulus; Adisucipto masuk AMS yang merupakan pendidikan setingkat SMA di Semarang. Setamat AMS; Adisucipto melanjutkan pendidikan di Sekolah Tinggi Kedokteran di Jakarta. Adisucipto tidak menamatkan pendidikannya di sekolah ini. Ia pindah ke Sekolah Penerbangan Belanda di Kalijati; Jawa Barat.',' Jenis paragraf tersebut adalah ....',' narasi   ',' deskripsi   ',' argumentasi   ',persuasi,' deskripsi   ',Mudah
Paragraf,' Tanaman lidah buaya atau aloevera memiliki banyak manfaat dan khasiat. Manfaat lidah buaya diantaranya menyuburkan rambut; menghilangkan ketombe; menyembuhkan luka; dan menghilangkan jerawat. Lidah buaya juga berkhasiat untuk meningkatkan kekebalan tubuh. Selain itu; lidah buaya juga mengandung zat-zat yang berfungsi sebagai antioksidan. ',' Jenis paragraf tersebut adalah paragraf ....',' Deskripsi   ',' Persuasi   ',' Eksposisi   ',Argumentasi,' Eksposisi   ',Mudah
Paragraf,' Paginya ia bangun seperti biasanya. Salat subuh; mandi lalu sarapan pagi. Pukul 06.40 ia berangkat sekolah. Sesampainya di sekolah; ia sempat beristirahat sebentar. Lalu masuk. Jam pertama ulangan Matematika. Fauzan mengerjakan soal ulangan dengan tenang. Meskipun ada soal yang tidak bisa; ia berusaha mengerjakan soal apa adanya. Fauzan tetap jujur. Ia tidak mau menyontek pekerjaan teman sebangku. Dodo tidak bisa mengerjakan soal ulangan. Dodo ingin menyontek; tetapi tidak ada kesempatan. Pak Bowo mengawasi dengan ketat. Ia juga tidak bisa minta bantuan kepada teman-temannya. Keringat membasahi tubuhnya. Ia pusing. Ia pun pasrah. ',' Jenis teks bacaan tersebut adalah $','  narasi   ',' deskripsi','   persuasi','  eksposisi','  narasi   ',Mudah
Membaca,'Pola hidup sehat harus dibiasakan sejak kecil oleh para orang tua kepada anak-anak mereka. Pola hidup sehat itu antara lain meliputi makan makanan bergizi; istirahat yang cukup; olah raga teratur; dan memeriksakan kesehatan diri ke dokter secara teratur pula.','Pernyataan yang sesuai isi paragraf tersebut adalah',' Memeriksakan kesehatan secara rutin.   ',' Menjaga kesehatan tubuh dengan makan tidak teratur.   ',' Menjaga kekebalan tubuh dengan pemberian susu kaleng sejak dini.   ','Menjaga kebiasaan makan makanan berlemak.','  Memeriksakan kesehatan secara rutin.   ',Sedang
Membandingkan,' Teks  I          Kasat Lalu Lintas Polres Bogor mengimbau kepada pengunjung yang hendak berkunjung ke Puncak menjelang tahun baru agar berada di tempat tujuan sebelum pukul 13.00 WIB. Imbauan itu berkaitan dengan rencana penutupan jalur menuju Puncak sejak pukul 13.00 WIB. Imbauan itu sebelumnya sudah disosialisasikan ke sejumlah hotel; penginapan dan warga setempat. Teks II          Guna menghindari kemacetan di jalur wisata Puncak; polisi sudah menyediakan jalur alternatif. Kasat Lalu Lintas Polres Bogor mengharapkan para pelancong dengan tujuan Puncak agar mengusahakan tiba di tempat tujuan sebelum pukul 13.00 WIB. Ini berkaitan dengan rencana pemberlakuan arus lalu lintas satu jalur.',' Persamaan informasi kedua teks berita tersebut adalah $',' Imbauan Kasat Lalu Lintas Polres Bogor agar wisatawan datang ke Puncak.   ',' Imbauan Kasat Lalu Lintas Polres Bogor kepada pengendara roda dua dan roda empat      ',' Imbauan Kasat Lalu Lintas Polres Bogor tentang recana penutupan jalur Puncak sore hari     ','Imbauan Kasat Lalu Lintas Polres Bogor agar pengunjung Puncak tiba di tempat tujuan sebelum pukul 13.00 WIB','Imbauan Kasat Lalu Lintas Polres Bogor agar pengunjung Puncak tiba di tempat tujuan sebelum pukul 13.00 WIB',Sulit
Membandingkan,' Teks 1 Tempe merupakan makanan favorit banyak orang. Bahan utama pembuatan tempe yaitu kedelai. Pembuatan tempe memerlukan kecermatan. Alat yang dibutuhkan antara lain panci; penakar; dan kompor. Harga kedelai yang cukup mahal menjadi kendala bagi usaha pembuatan tempe. Teks 2 Kedelai dapat dimanfaatkan untuk bahan pokok pembuatan susu. Alat yang dibutuhkan antara lain blender; saringan; dan wadah. Pemasaran menjadi kendala bagi usaha pembuatan susu kedelai. Belum semua orang tertarik dengan susu kedelai.',' Persamaan kedua teks tersebut adalah ',' alat pembuatan','  makanan favorit',' bahan pokok',' kendala pembuatan',' bahan pokok',Sulit
Membandingkan,' Teks 1 Hampir empat tahun Andi merantau di Tangerang. Andi menjadi buruh pabrik elektronik. Selama itu; belum sekalipun Andi pulang ke kampung halaman karena kesibukannya. Keluarga sangat merindukan Andi. Mereka berharap tahun depan Andi pulang. Teks 2 Arif seorang direktur di perusahaan. Belum lama ini perusahaan Arif membuka cabang di Tangerang. Ia ditugaskan di cabang baru itu. Perusahaannya berkembang pesat sehingga membuatnya sibuk. Ia tidak pernah pulang kampung.',' Perbedaan isi kedua teks tersebut adalah ....',' mereka bekerja di bidang ekonomi   ',' jenjang karir mereka di perusahaan   ',' kesibukan yang mereka alami   ','mereka bukan warga asli Tangerang',' jenjang karir mereka di perusahaan   ',Sulit
Membandingkan,' Teks 1 Batik Yogyakarta memiliki ciri khas tersendiri. Batik Yogyakarta mengalami perkembangan dari waktu ke waktu; namun ciri khas aslinya tetap dipertahankan. Nilai khas itulah yang disukai oleh para peminat batik. Teks 2 Bakpia Patuk adalah makanan khas tradisional dari Kampung Patuk; Yogyakarta. Bakpia Patuk berbentuk bulat pipih. Isi bakpia Patuk beraneka rasa. Ada rasa kacang hijau; coklat; keju; dan ubi. Industri bakpia Patuk mampu mengangkat perekonomian warga.',' Persamaan isi kedua teks tersebut adalah ....',' Watak   ',' Tokoh   ',' Tempat   ',Kegiatan,' Tempat   ',Sulit
Melengkapi,' Pembiasaan Hidup Sehat Sejak Kecil Pola hidup sehat harus dibiasakan sejak kecil oleh para orang tua kepada anak-anak mereka. Pola hidup sehat itu antara lain meliputi makan makanan bergizi; istirahat yang cukup; olah raga teratur; dan memeriksakan kesehatan diri ke dokter secara teratur pula. Kebiasaan makan makanan bergizi dengan kadar seimbang menyebabkan tubuh anak mengalami pertumbuhan dan perkembangan yang baik. Selain itu tubuh anak yang sehat juga mempunyai daya kekebalan yang baik terhadap serangan berbagai penyakit. Orang tua harus memenuhi kebutuhan zat gizi anak-anaknya. Pemenuhan gizi itu dimulai dengan pemberian ASI saat anak masih di usia balita. Semakin bertambah usia; maka semakin bertambah pula kebutuhan gizi seorang anak. Pola hidup sehat sesuai isi bacaan tersebut adalah sebagai berikut!  ','Isian yang tepat untuk melengkapi tabel tersebut adalah . . .',' Memeriksakan kesehatan secara rutin.   ',' Menjaga kesehatan tubuh dengan makan yang teratur.   ',' Menjaga kekebalan tubuh dengan pemberian ASI sejak dini.   ','Menjaga kebiasaan makan makanan bergizi dengan kadar yang seimbang','  Memeriksakan kesehatan secara rutin.   ',Mudah
Melengkapi,' Hari Minggu  kakakku pergi ke supermarket. Di sana sedang ada...sepatu. Kakakku sangat tertarik untuk membelinya. Potongan harga yang ditawarkan pun sangat menggiurkan. Akhirnya kakak membeli sepasang sepatu berwarna biru.',' Istilah yang tepat untuk melengkapi bacaan tersebut adalah....',' doorprize',' promo',' diskon',' obral ',' diskon',Mudah
Melengkapi,'Pak Rudi menerima  $ sebagai bukti dia telah mengirimkan paket kepada anaknya. ','Kata yang tepat untuk melengkapi kalimat tersebut adalah',' kuitansi',' tiket',' nota',' resi',resi,Mudah
Melengkapi,' Hari Jumat; 10 April 2020; siswa kelas enam SD Sembada melakukan kerja bakti. Kerja bakti dilaksanakan dalam rangka lomba kebersihan kelas. Sebagian siswa membersihkan langit-langit ketas. Beberapa siswa merapikan gambar yang dipajang di dinding $',' Kalimat yang tepat untuk melengkapi teks laporan tersebut adalah',' Siswa yang lain menyapu dan mengepel lantai kelas.',' Lantai kelas menjadi bersih; cemerlang; dan wangi.',' Langit-langit kelas selalu bersih dari sarang laba-laba.',' Dinding kelas menjadi berwarna-warni setelah dibersihkan.',' Siswa yang lain menyapu dan mengepel lantai kelas.',Mudah
Melengkapi,' Pada pelajaran IPS; siswa kelas V SD Mulia mendapat tugas membuat .... Tugas ini bertujuan untuk mengumpulkan informasi tentang R.A. Kartini. Untuk mendapatkan informasi tersebut; siswa dapat memanfaatkan surat kabar dan majalah. Kemudian; hasilnya dijilid menjadi buku.',' Istilah yang tepat untuk melengkapi paragraf tersebut adalah ....',' brosur','  tabloid   ',' kliping   ',mading,' kliping   ',Mudah
